0	ace	5	patient
1	ace	19	prescribed-opioid
5	ace	47	prescribed-opioid-nonuse
2	ace	78	repeated-negative-test-series
4	ace	108	verifies
5	ace	121	prescribed-opioid-nonuse
3	ace	152	confirmatory-test
4	ace	170	verifies
5	ace	183	prescribed-opioid-nonuse
6	ace	219	clinician
7	ace	233	discontinue the prescribed-opioid
9	ace	275	discuss
10	ace	285	safe-unused-opioid-disposal-option
0	ace	329	patient
0	ace	343	patient
1	ace	357	prescribed-opioid
5	ace	385	prescribed-opioid-nonuse
2	ace	416	repeated-negative-test-series
4	ace	446	verifies
5	ace	459	prescribed-opioid-nonuse
3	ace	490	confirmatory-test
4	ace	508	verifies
5	ace	521	prescribed-opioid-nonuse
0	ace	555	patient
8	ace	563	does not require an opioid-taper
1	src	13	prescribed opioids
2	src	36	repeatedly negative
3	src	67	confirmatory tests
6	src	95	clinician
4	src	109	verified
0	src	127	patient
5	src	138	not taking the prescribed opioid
6	src	172	clinician
7	src	187	discontinue the prescription
8	src	216	without a taper
9	src	236	discuss
10	src	244	options for safe disposal of unused opioids
